GEO_ID,NAME,COUNTY,STATE,TOT_HOUSEHOLD,POPULATION,TOT_ENROLLED,PRE_K,KINDER,ELEMENTARY,HIGH_SCHOOL,COLLEGE,COLLEGE_POP
0500000US36081,"Queens County, New York",Queens County, New York,839853.0,2245548.0,511084.0,7.2,5.1,37.3,20.0,30.3,154858.452
0500000US36083,"Rensselaer County, New York",Rensselaer County, New York,66238.0,152271.0,35836.0,3.7,4.1,38.4,20.9,32.9,11790.043999999998
0500000US36085,"Richmond County, New York",Richmond County, New York,169946.0,483920.0,118802.0,6.0,4.3,40.3,22.2,27.2,32314.144000000004
0500000US36087,"Rockland County, New York",Rockland County, New York,104003.0,331980.0,100903.0,7.9,5.4,44.1,20.9,21.6,21795.048000000003
0500000US36089,"St. Lawrence County, New York",St. Lawrence County, New York,41906.0,97285.0,26881.0,3.6,3.5,33.8,21.1,37.9,10187.899
0500000US36091,"Saratoga County, New York",Saratoga County, New York,101315.0,234737.0,51926.0,7.2,3.5,40.9,21.5,27.0,14020.02
0500000US36093,"Schenectady County, New York",Schenectady County, New York,65758.0,154983.0,38230.0,8.4,3.6,42.0,19.4,26.7,10207.41
0500000US36101,"Steuben County, New York",Steuben County, New York,40347.0,90899.0,18329.0,7.6,4.2,51.5,23.2,13.4,2456.0860000000002
0500000US36103,"Suffolk County, New York",Suffolk County, New York,511964.0,1497037.0,354559.0,6.4,4.2,38.5,23.0,27.9,98921.961
0500000US36105,"Sullivan County, New York",Sullivan County, New York,32758.0,75073.0,15424.0,3.6,3.9,50.1,23.5,18.8,2899.712
0500000US36109,"Tompkins County, New York",Tompkins County, New York,42108.0,89392.0,41599.0,2.0,1.7,15.0,9.6,71.6,29784.884
0500000US36111,"Ulster County, New York",Ulster County, New York,75187.0,166742.0,36966.0,4.0,5.5,38.8,19.6,32.2,11903.052
0500000US36113,"Warren County, New York",Warren County, New York,30646.0,64276.0,11700.0,8.0,5.8,41.9,20.4,24.0,2808.0
0500000US36117,"Wayne County, New York",Wayne County, New York,36958.0,88675.0,17251.0,6.9,8.9,44.9,25.3,14.0,2415.1400000000003
0500000US36119,"Westchester County, New York",Westchester County, New York,373505.0,963593.0,245395.0,7.4,4.2,38.8,22.7,26.9,66011.25499999999
0500000US37001,"Alamance County, North Carolina",Alamance County, North Carolina,70125.0,169664.0,43097.0,3.5,3.8,39.1,24.1,29.5,12713.615
0500000US37019,"Brunswick County, North Carolina",Brunswick County, North Carolina,69478.0,152213.0,23960.0,4.5,5.9,39.8,23.4,26.5,6349.400000000001
0500000US37021,"Buncombe County, North Carolina",Buncombe County, North Carolina,103428.0,265988.0,54661.0,5.8,4.9,43.0,17.8,28.5,15578.384999999998
0500000US37023,"Burke County, North Carolina",Burke County, North Carolina,37296.0,85152.0,14973.0,3.1,7.0,43.6,24.3,22.1,3309.033
0500000US37025,"Cabarrus County, North Carolina",Cabarrus County, North Carolina,87195.0,234253.0,60337.0,7.8,3.8,42.3,25.1,20.9,12610.432999999999
0500000US37027,"Caldwell County, North Carolina",Caldwell County, North Carolina,33429.0,79642.0,15797.0,4.3,4.6,53.2,19.8,18.1,2859.2570000000005
0500000US37031,"Carteret County, North Carolina",Carteret County, North Carolina,31294.0,68239.0,12152.0,6.8,3.7,44.1,23.2,22.2,2697.744
0500000US37035,"Catawba County, North Carolina",Catawba County, North Carolina,67237.0,161024.0,33984.0,4.8,8.9,38.8,26.7,20.8,7068.6720000000005
0500000US37037,"Chatham County, North Carolina",Chatham County, North Carolina,34020.0,79043.0,16503.0,3.8,5.6,38.0,30.2,22.3,3680.169
0500000US37045,"Cleveland County, North Carolina",Cleveland County, North Carolina,38712.0,98760.0,23214.0,5.2,5.9,44.2,24.4,20.3,4712.442
0500000US37049,"Craven County, North Carolina",Craven County, North Carolina,42575.0,97162.0,21379.0,2.5,4.9,43.3,25.9,23.5,5024.065
0500000US37051,"Cumberland County, North Carolina",Cumberland County, North Carolina,132366.0,319657.0,88622.0,5.0,4.4,42.6,20.1,27.9,24725.537999999997
0500000US37057,"Davidson County, North Carolina",Davidson County, North Carolina,68813.0,171027.0,35884.0,7.5,4.9,44.8,24.7,18.0,6459.12
0500000US37063,"Durham County, North Carolina",Durham County, North Carolina,140637.0,319851.0,80947.0,5.3,2.5,35.4,19.0,37.8,30597.965999999997
0500000US37067,"Forsyth County, North Carolina",Forsyth County, North Carolina,156738.0,378507.0,98257.0,3.8,4.1,37.4,25.2,29.5,28985.815
0500000US37069,"Franklin County, North Carolina",Franklin County, North Carolina,27803.0,73141.0,14247.0,4.6,4.8,49.9,23.8,16.8,2393.496
0500000US37071,"Gaston County, North Carolina",Gaston County, North Carolina,95687.0,230861.0,48642.0,5.1,7.8,43.2,26.4,17.5,8512.35
0500000US37081,"Guilford County, North Carolina",Guilford County, North Carolina,220704.0,519676.0,154826.0,3.4,4.0,35.5,19.2,38.0,58833.88
0500000US37085,"Harnett County, North Carolina",Harnett County, North Carolina,50584.0,135763.0,35592.0,4.5,6.0,44.1,19.0,26.4,9396.288
0500000US37089,"Henderson County, North Carolina",Henderson County, North Carolina,52076.0,116614.0,23152.0,9.1,2.7,45.4,20.5,22.3,5162.896
0500000US37097,"Iredell County, North Carolina",Iredell County, North Carolina,74346.0,193758.0,39683.0,4.1,5.6,41.4,29.6,19.3,7658.819
0500000US37101,"Johnston County, North Carolina",Johnston County, North Carolina,85906.0,232743.0,57343.0,5.6,4.0,43.6,26.0,20.8,11927.344000000001
0500000US37105,"Lee County, North Carolina",Lee County, North Carolina,25234.0,64615.0,15052.0,6.6,3.5,55.1,21.7,13.2,1986.864
0500000US37109,"Lincoln County, North Carolina",Lincoln County, North Carolina,37830.0,92307.0,18926.0,8.0,4.4,44.3,22.0,21.2,4012.312
0500000US37119,"Mecklenburg County, North Carolina",Mecklenburg County, North Carolina,472427.0,1129114.0,268768.0,6.7,5.3,41.9,21.4,24.7,66385.696
0500000US37125,"Moore County, North Carolina",Moore County, North Carolina,44625.0,104581.0,25451.0,11.7,4.2,40.6,20.4,23.1,5879.1810000000005
0500000US37127,"Nash County, North Carolina",Nash County, North Carolina,38214.0,94115.0,20570.0,3.6,3.9,46.5,23.0,23.0,4731.1
0500000US37129,"New Hanover County, North Carolina",New Hanover County, North Carolina,103978.0,229881.0,50283.0,6.8,4.8,33.0,18.8,36.6,18403.578
0500000US37133,"Onslow County, North Carolina",Onslow County, North Carolina,75898.0,185863.0,46926.0,7.6,6.7,43.6,17.0,25.0,11731.5
0500000US37135,"Orange County, North Carolina",Orange County, North Carolina,58048.0,139194.0,54158.0,3.7,2.5,26.2,13.4,54.2,29353.636000000002
0500000US37141,"Pender County, North Carolina",Pender County, North Carolina,26039.0,64640.0,14191.0,4.9,6.1,46.9,21.1,21.0,2980.1099999999997
0500000US37147,"Pitt County, North Carolina",Pitt County, North Carolina,74938.0,168296.0,50818.0,3.1,4.6,30.1,16.8,45.4,23071.372
0500000US37151,"Randolph County, North Carolina",Randolph County, North Carolina,58218.0,144307.0,31274.0,5.4,7.5,43.3,24.5,19.4,6067.155999999999
0500000US37155,"Robeson County, North Carolina",Robeson County, North Carolina,43716.0,113155.0,28840.0,4.2,6.0,43.6,21.5,24.7,7123.48
0500000US37157,"Rockingham County, North Carolina",Rockingham County, North Carolina,39830.0,91016.0,17607.0,4.1,5.0,54.8,23.6,12.5,2200.875
0500000US37159,"Rowan County, North Carolina",Rowan County, North Carolina,58190.0,145515.0,31679.0,4.4,6.2,47.2,22.3,19.9,6304.120999999999
0500000US37171,"Surry County, North Carolina",Surry County, North Carolina,31038.0,69966.0,14601.0,3.8,9.4,41.5,26.4,18.9,2759.5889999999995
0500000US37179,"Union County, North Carolina",Union County, North Carolina,84214.0,246302.0,61580.0,4.6,3.0,49.0,28.9,14.4,8867.52
0500000US37183,"Wake County, North Carolina",Wake County, North Carolina,445464.0,1152296.0,305660.0,6.7,5.0,38.2,21.6,28.6,87418.76000000001
0500000US37191,"Wayne County, North Carolina",Wayne County, North Carolina,47283.0,114311.0,26541.0,3.9,4.6,49.0,20.4,22.0,5839.02
0500000US37193,"Wilkes County, North Carolina",Wilkes County, North Carolina,26947.0,64767.0,9685.0,3.0,1.0,48.9,26.7,20.4,1975.7399999999998
0500000US37195,"Wilson County, North Carolina",Wilson County, North Carolina,33587.0,77231.0,16460.0,1.0,9.1,51.6,24.5,13.8,2271.48
0500000US38015,"Burleigh County, North Dakota",Burleigh County, North Dakota,41761.0,95044.0,23124.0,3.8,3.6,42.6,22.4,27.6,6382.224
0500000US38017,"Cass County, North Dakota",Cass County, North Dakota,82870.0,186044.0,54874.0,5.5,5.3,33.0,15.3,40.9,22443.466
0500000US38035,"Grand Forks County, North Dakota",Grand Forks County, North Dakota,30068.0,67572.0,23219.0,1.4,5.4,26.0,10.0,57.2,13281.268000000002
0500000US38101,"Ward County, North Dakota",Ward County, North Dakota,29301.0,66927.0,17956.0,4.0,5.2,40.4,18.2,32.2,5781.832
0500000US39003,"Allen County, Ohio",Allen County, Ohio,41028.0,98596.0,22607.0,5.8,3.7,48.2,22.4,20.0,4521.400000000001
0500000US39007,"Ashtabula County, Ohio",Ashtabula County, Ohio,38898.0,93581.0,18911.0,5.2,7.3,48.4,21.9,17.3,3271.603
0500000US39013,"Belmont County, Ohio",Belmont County, Ohio,26781.0,61881.0,11469.0,6.2,9.3,40.4,26.7,17.4,1995.6059999999998
0500000US39017,"Butler County, Ohio",Butler County, Ohio,148259.0,377315.0,105288.0,6.8,6.8,35.7,18.5,32.1,33797.448000000004
0500000US39023,"Clark County, Ohio",Clark County, Ohio,56033.0,132497.0,28210.0,6.6,9.3,44.2,20.5,19.4,5472.74
0500000US39025,"Clermont County, Ohio",Clermont County, Ohio,84660.0,208525.0,45751.0,10.4,7.2,42.0,23.7,16.7,7640.4169999999995
0500000US39029,"Columbiana County, Ohio",Columbiana County, Ohio,40326.0,97394.0,18203.0,4.9,6.5,48.5,28.1,12.0,2184.36
0500000US39035,"Cuyahoga County, Ohio",Cuyahoga County, Ohio,554982.0,1208670.0,278903.0,7.4,4.6,39.8,21.6,26.6,74188.198
0500000US39041,"Delaware County, Ohio",Delaware County, Ohio,82755.0,224342.0,56161.0,6.1,4.5,46.1,26.1,17.2,9659.692
0500000US39043,"Erie County, Ohio",Erie County, Ohio,33454.0,71609.0,16102.0,19.4,3.7,35.6,24.1,17.2,2769.544
0500000US39045,"Fairfield County, Ohio",Fairfield County, Ohio,60387.0,159541.0,36921.0,5.3,6.9,44.9,23.1,19.8,7310.358
0500000US39049,"Franklin County, Ohio",Franklin County, Ohio,550153.0,1292482.0,328157.0,5.6,5.5,40.3,19.7,29.0,95165.53
0500000US39055,"Geauga County, Ohio",Geauga County, Ohio,35775.0,94288.0,18321.0,3.1,6.3,51.9,23.7,15.2,2784.792
0500000US39057,"Greene County, Ohio",Greene County, Ohio,66598.0,162059.0,43531.0,5.6,5.5,33.8,18.4,36.7,15975.877000000002
0500000US39061,"Hamilton County, Ohio",Hamilton County, Ohio,355784.0,805335.0,209582.0,5.6,4.6,39.2,21.2,29.4,61617.108
0500000US39063,"Hancock County, Ohio",Hancock County, Ohio,32136.0,73071.0,16479.0,6.3,6.5,37.3,27.3,22.6,3724.254
0500000US39085,"Lake County, Ohio",Lake County, Ohio,100923.0,229010.0,46631.0,8.4,4.4,43.5,24.0,19.7,9186.306999999999
0500000US39089,"Licking County, Ohio",Licking County, Ohio,70064.0,178063.0,40758.0,5.0,5.0,43.6,27.3,19.1,7784.778
0500000US39093,"Lorain County, Ohio",Lorain County, Ohio,126500.0,307966.0,76886.0,7.2,3.6,40.3,22.9,26.0,19990.36
0500000US39095,"Lucas County, Ohio",Lucas County, Ohio,187290.0,418571.0,104708.0,5.3,5.4,39.6,23.0,26.7,27957.036
0500000US39099,"Mahoning County, Ohio",Mahoning County, Ohio,99004.0,219651.0,50250.0,5.6,4.8,41.0,22.9,25.8,12964.5
0500000US39101,"Marion County, Ohio",Marion County, Ohio,24930.0,59341.0,13925.0,3.7,10.9,38.7,25.5,21.2,2952.1
0500000US39103,"Medina County, Ohio",Medina County, Ohio,73250.0,181954.0,41154.0,6.0,3.5,46.4,24.0,20.1,8271.954
0500000US39109,"Miami County, Ohio",Miami County, Ohio,45891.0,109283.0,24052.0,8.8,5.0,48.2,23.2,14.8,3559.6960000000004
0500000US39113,"Montgomery County, Ohio",Montgomery County, Ohio,235545.0,517377.0,126449.0,5.3,5.1,42.8,17.9,28.9,36543.761
0500000US39119,"Muskingum County, Ohio",Muskingum County, Ohio,35912.0,84432.0,19289.0,9.8,3.7,39.9,26.3,20.3,3915.6670000000004
0500000US39133,"Portage County, Ohio",Portage County, Ohio,64437.0,155181.0,41245.0,3.3,2.7,30.1,16.2,47.6,19632.620000000003
0500000US39139,"Richland County, Ohio",Richland County, Ohio,50248.0,118472.0,27477.0,4.1,4.8,44.6,27.9,18.7,5138.199
0500000US39141,"Ross County, Ohio",Ross County, Ohio,29399.0,71388.0,16020.0,6.2,5.0,47.0,21.7,20.0,3204.0
0500000US39145,"Scioto County, Ohio",Scioto County, Ohio,29715.0,69308.0,14683.0,5.2,4.4,46.9,24.1,19.4,2848.5019999999995
0500000US39151,"Stark County, Ohio",Stark County, Ohio,155070.0,365388.0,81175.0,4.6,7.7,42.5,23.5,21.7,17614.975
0500000US39153,"Summit County, Ohio",Summit County, Ohio,230471.0,527166.0,119991.0,6.0,4.4,41.8,21.8,26.0,31197.66
0500000US39155,"Trumbull County, Ohio",Trumbull County, Ohio,84721.0,197075.0,37958.0,3.6,7.2,49.0,25.1,15.1,5731.657999999999
0500000US39157,"Tuscarawas County, Ohio",Tuscarawas County, Ohio,38476.0,90863.0,17565.0,5.1,4.7,57.8,23.4,9.0,1580.85
0500000US39159,"Union County, Ohio",Union County, Ohio,24987.0,65278.0,15098.0,8.0,5.6,44.1,27.0,15.3,2309.994
0500000US39165,"Warren County, Ohio",Warren County, Ohio,93817.0,244878.0,60376.0,6.2,4.5,43.6,27.3,18.4,11109.184
0500000US39169,"Wayne County, Ohio",Wayne County, Ohio,44042.0,112446.0,25930.0,5.5,5.2,49.7,18.3,21.3,5523.09
0500000US39173,"Wood County, Ohio",Wood County, Ohio,55064.0,125511.0,37945.0,4.3,5.0,31.3,14.9,44.4,16847.58
0500000US40017,"Canadian County, Oklahoma",Canadian County, Oklahoma,59025.0,166781.0,41102.0,7.7,3.3,48.8,23.4,16.8,6905.136
0500000US40027,"Cleveland County, Oklahoma",Cleveland County, Oklahoma,117629.0,287620.0,86375.0,5.3,3.8,30.4,17.7,42.8,36968.5
0500000US40031,"Comanche County, Oklahoma",Comanche County, Oklahoma,45966.0,113958.0,29461.0,5.7,6.9,45.9,19.3,22.1,6510.881
0500000US40037,"Creek County, Oklahoma",Creek County, Oklahoma,27921.0,71839.0,15946.0,6.1,5.4,50.7,24.0,13.8,2200.5480000000002
0500000US40101,"Muskogee County, Oklahoma",Muskogee County, Oklahoma,25751.0,62428.0,16476.0,7.5,5.1,40.8,26.2,20.4,3361.104
0500000US40109,"Oklahoma County, Oklahoma",Oklahoma County, Oklahoma,324396.0,787882.0,205618.0,5.8,5.8,42.8,21.8,23.8,48937.084
0500000US40119,"Payne County, Oklahoma",Payne County, Oklahoma,33781.0,73297.0,30008.0,4.4,5.7,16.1,11.2,62.7,18815.016
0500000US40125,"Pottawatomie County, Oklahoma",Pottawatomie County, Oklahoma,26887.0,69831.0,17998.0,6.4,4.2,44.8,23.1,21.5,3869.57
0500000US40131,"Rogers County, Oklahoma",Rogers County, Oklahoma,36894.0,96955.0,23546.0,5.1,4.6,45.7,24.2,20.5,4826.929999999999
0500000US40143,"Tulsa County, Oklahoma",Tulsa County, Oklahoma,273687.0,665914.0,170443.0,6.1,5.1,44.5,22.8,21.6,36815.688
0500000US40145,"Wagoner County, Oklahoma",Wagoner County, Oklahoma,31805.0,86356.0,21066.0,5.9,7.6,43.1,25.0,18.4,3876.144
0500000US41003,"Benton County, Oregon",Benton County, Oregon,38831.0,90998.0,33497.0,3.6,2.0,22.0,9.7,62.7,21002.619
0500000US41005,"Clackamas County, Oregon",Clackamas County, Oregon,163805.0,418638.0,86983.0,5.9,6.3,44.4,25.0,18.3,15917.889
0500000US41017,"Deschutes County, Oregon",Deschutes County, Oregon,85108.0,205263.0,35176.0,7.3,4.7,46.6,26.2,15.2,5346.7519999999995
0500000US41019,"Douglas County, Oregon",Douglas County, Oregon,47263.0,110078.0,20650.0,7.1,4.0,45.1,27.3,16.5,3407.25
0500000US41029,"Jackson County, Oregon",Jackson County, Oregon,92554.0,217593.0,45151.0,3.5,3.6,46.6,24.7,21.6,9752.616000000002
0500000US41033,"Josephine County, Oregon",Josephine County, Oregon,36633.0,86308.0,16593.0,3.2,2.9,49.9,24.8,19.2,3185.856
0500000US41035,"Klamath County, Oregon",Klamath County, Oregon,28643.0,68672.0,15431.0,4.1,9.1,39.3,20.3,27.1,4181.801
0500000US41039,"Lane County, Oregon",Lane County, Oregon,160316.0,372410.0,88085.0,3.4,3.4,36.0,17.2,40.0,35234.0
0500000US41043,"Linn County, Oregon",Linn County, Oregon,51267.0,128923.0,27639.0,6.5,5.4,47.7,23.2,17.3,4781.5470000000005
0500000US41047,"Marion County, Oregon",Marion County, Oregon,128254.0,336128.0,79416.0,3.7,4.8,46.3,26.8,18.5,14691.96
0500000US41051,"Multnomah County, Oregon",Multnomah County, Oregon,346491.0,774468.0,162929.0,6.8,5.2,36.0,20.3,31.7,51648.493
0500000US41053,"Polk County, Oregon",Polk County, Oregon,33130.0,87501.0,23110.0,1.4,7.3,33.6,23.8,34.0,7857.400000000001
0500000US41059,"Umatilla County, Oregon",Umatilla County, Oregon,30083.0,75727.0,19152.0,3.4,2.8,53.5,25.2,15.2,2911.104
0500000US41067,"Washington County, Oregon",Washington County, Oregon,237319.0,592290.0,138782.0,8.0,4.7,39.9,23.5,23.9,33168.898
0500000US41071,"Yamhill County, Oregon",Yamhill County, Oregon,38601.0,102763.0,23050.0,3.3,3.1,46.7,23.2,23.7,5462.849999999999
0500000US42001,"Adams County, Pennsylvania",Adams County, Pennsylvania,40676.0,101463.0,22791.0,3.2,5.4,38.3,23.1,29.9,6814.509
0500000US42003,"Allegheny County, Pennsylvania",Allegheny County, Pennsylvania,539000.0,1195686.0,268725.0,6.4,5.1,36.1,19.2,33.2,89216.70000000001
0500000US42005,"Armstrong County, Pennsylvania",Armstrong County, Pennsylvania,27720.0,63969.0,11762.0,7.1,6.7,46.7,25.3,14.2,1670.204
0500000US42007,"Beaver County, Pennsylvania",Beaver County, Pennsylvania,72129.0,163072.0,32078.0,5.9,4.8,43.5,25.8,19.9,6383.521999999999
0500000US42011,"Berks County, Pennsylvania",Berks County, Pennsylvania,162183.0,417156.0,99929.0,6.4,4.9,42.2,23.4,23.1,23083.599000000002
0500000US42013,"Blair County, Pennsylvania",Blair County, Pennsylvania,52260.0,116384.0,24135.0,6.3,5.7,44.1,22.1,21.8,5261.43
0500000US42017,"Bucks County, Pennsylvania",Bucks County, Pennsylvania,250774.0,635962.0,141268.0,5.8,4.9,41.1,24.3,23.9,33763.051999999996
0500000US42019,"Butler County, Pennsylvania",Butler County, Pennsylvania,80941.0,191887.0,42490.0,5.0,5.0,40.1,22.5,27.5,11684.750000000002
0500000US42021,"Cambria County, Pennsylvania",Cambria County, Pennsylvania,55225.0,125163.0,28229.0,4.7,5.2,39.2,22.7,28.2,7960.5779999999995
0500000US42025,"Carbon County, Pennsylvania",Carbon County, Pennsylvania,27966.0,64630.0,11943.0,3.2,2.8,49.4,21.8,22.8,2723.004
0500000US42027,"Centre County, Pennsylvania",Centre County, Pennsylvania,60457.0,136348.0,57682.0,1.9,1.3,19.0,8.3,69.5,40088.99
0500000US42029,"Chester County, Pennsylvania",Chester County, Pennsylvania,204309.0,530122.0,134875.0,6.9,4.9,39.9,21.8,26.5,35741.875
0500000US42033,"Clearfield County, Pennsylvania",Clearfield County, Pennsylvania,32709.0,74063.0,13391.0,10.4,5.2,41.9,27.6,14.9,1995.259
0500000US42039,"Crawford County, Pennsylvania",Crawford County, Pennsylvania,34905.0,78245.0,17263.0,7.1,4.5,42.5,20.0,25.9,4471.117
0500000US42041,"Cumberland County, Pennsylvania",Cumberland County, Pennsylvania,106531.0,254901.0,66649.0,3.7,3.4,39.2,20.2,33.6,22394.064000000002
0500000US42043,"Dauphin County, Pennsylvania",Dauphin County, Pennsylvania,122403.0,282630.0,64198.0,4.8,7.6,40.8,23.5,23.3,14958.134
0500000US42045,"Delaware County, Pennsylvania",Delaware County, Pennsylvania,216679.0,553210.0,142829.0,5.5,4.0,38.8,23.2,28.5,40706.265
0500000US42049,"Erie County, Pennsylvania",Erie County, Pennsylvania,111286.0,254034.0,64558.0,4.9,5.2,37.7,18.1,34.0,21949.72
0500000US42051,"Fayette County, Pennsylvania",Fayette County, Pennsylvania,55657.0,121435.0,22131.0,5.5,5.6,48.6,26.7,13.7,3031.9469999999997
0500000US42055,"Franklin County, Pennsylvania",Franklin County, Pennsylvania,64960.0,155086.0,30086.0,5.4,3.3,50.7,24.8,15.7,4723.502
0500000US42063,"Indiana County, Pennsylvania",Indiana County, Pennsylvania,32060.0,77429.0,21024.0,3.6,4.8,30.0,17.2,44.4,9334.656
0500000US42069,"Lackawanna County, Pennsylvania",Lackawanna County, Pennsylvania,89262.0,207327.0,48499.0,4.5,4.0,41.9,22.3,27.2,13191.728000000001
0500000US42071,"Lancaster County, Pennsylvania",Lancaster County, Pennsylvania,212016.0,540906.0,124328.0,5.0,4.4,47.8,20.5,22.3,27725.144
0500000US42073,"Lawrence County, Pennsylvania",Lawrence County, Pennsylvania,35694.0,82630.0,18657.0,8.3,3.5,43.3,24.1,20.9,3899.3129999999996
0500000US42075,"Lebanon County, Pennsylvania",Lebanon County, Pennsylvania,55245.0,139819.0,30689.0,2.3,4.8,48.9,22.1,22.0,6751.58
0500000US42077,"Lehigh County, Pennsylvania",Lehigh County, Pennsylvania,142990.0,367564.0,86116.0,4.3,3.3,45.8,22.4,24.3,20926.188
0500000US42079,"Luzerne County, Pennsylvania",Luzerne County, Pennsylvania,134858.0,315915.0,69667.0,5.9,4.0,41.0,22.9,26.2,18252.754
0500000US42081,"Lycoming County, Pennsylvania",Lycoming County, Pennsylvania,46774.0,107530.0,24440.0,6.9,7.7,38.8,18.5,28.1,6867.64
0500000US42085,"Mercer County, Pennsylvania",Mercer County, Pennsylvania,45960.0,102453.0,22011.0,3.4,5.9,41.0,19.1,30.6,6735.366
0500000US42089,"Monroe County, Pennsylvania",Monroe County, Pennsylvania,58034.0,163483.0,37092.0,6.0,6.1,35.4,21.9,30.6,11350.152
0500000US42091,"Montgomery County, Pennsylvania",Montgomery County, Pennsylvania,335219.0,841795.0,204772.0,7.3,4.4,40.5,22.3,25.5,52216.86
0500000US42095,"Northampton County, Pennsylvania",Northampton County, Pennsylvania,121651.0,305129.0,76158.0,4.9,1.7,39.7,19.9,33.8,25741.404
0500000US42097,"Northumberland County, Pennsylvania",Northumberland County, Pennsylvania,38451.0,85450.0,15217.0,2.1,6.0,47.2,25.6,19.0,2891.23
0500000US42101,"Philadelphia County, Pennsylvania",Philadelphia County, Pennsylvania,695320.0,1518324.0,388497.0,5.2,4.9,37.6,18.2,34.1,132477.477
0500000US42107,"Schuylkill County, Pennsylvania",Schuylkill County, Pennsylvania,58222.0,135321.0,27213.0,3.8,5.0,46.9,24.6,19.7,5360.960999999999
0500000US42111,"Somerset County, Pennsylvania",Somerset County, Pennsylvania,29464.0,68531.0,12712.0,5.9,4.7,46.0,25.6,17.8,2262.7360000000003
0500000US42125,"Washington County, Pennsylvania",Washington County, Pennsylvania,89735.0,204949.0,41850.0,7.3,5.5,43.2,20.3,23.8,9960.300000000001
0500000US42129,"Westmoreland County, Pennsylvania",Westmoreland County, Pennsylvania,156132.0,345186.0,67420.0,6.0,6.2,41.7,24.8,21.3,14360.46
0500000US42133,"York County, Pennsylvania",York County, Pennsylvania,184019.0,453190.0,98014.0,5.4,5.1,43.3,25.5,20.6,20190.884000000002
0500000US44003,"Kent County, Rhode Island",Kent County, Rhode Island,73272.0,169166.0,35560.0,7.6,3.5,41.4,19.6,27.8,9885.68
0500000US44005,"Newport County, Rhode Island",Newport County, Rhode Island,37165.0,80680.0,16985.0,4.6,4.8,33.9,20.6,36.0,6114.599999999999
0500000US44007,"Providence County, Rhode Island",Providence County, Rhode Island,263501.0,629914.0,162591.0,5.1,5.3,34.7,20.6,34.2,55606.122
0500000US44009,"Washington County, Rhode Island",Washington County, Rhode Island,53138.0,122574.0,32408.0,5.0,2.3,25.8,20.1,46.8,15166.944
0500000US45003,"Aiken County, South Carolina",Aiken County, South Carolina,71391.0,171673.0,37541.0,3.1,6.6,46.0,20.6,23.7,8897.216999999999
0500000US45007,"Anderson County, South Carolina",Anderson County, South Carolina,85096.0,206062.0,45806.0,4.6,7.3,43.4,26.1,18.6,8519.916000000001
0500000US45013,"Beaufort County, South Carolina",Beaufort County, South Carolina,80670.0,187382.0,33467.0,5.7,4.9,42.2,24.3,22.9,7663.942999999999
0500000US45015,"Berkeley County, South Carolina",Berkeley County, South Carolina,94287.0,240188.0,57928.0,2.3,5.1,47.8,21.7,23.2,13439.295999999998
0500000US45019,"Charleston County, South Carolina",Charleston County, South Carolina,179597.0,409620.0,90656.0,7.8,6.9,35.5,20.1,29.7,26924.832
0500000US45035,"Dorchester County, South Carolina",Dorchester County, South Carolina,64183.0,163881.0,40038.0,5.0,4.9,46.1,25.2,18.9,7567.181999999999
0500000US45041,"Florence County, South Carolina",Florence County, South Carolina,53185.0,133423.0,31539.0,8.0,8.0,44.0,22.7,17.2,5424.708
0500000US45045,"Greenville County, South Carolina",Greenville County, South Carolina,222007.0,536743.0,129118.0,5.1,6.5,42.6,22.7,23.1,29826.258
0500000US45047,"Greenwood County, South Carolina",Greenwood County, South Carolina,27177.0,65229.0,19409.0,3.0,10.4,37.4,14.4,34.8,6754.331999999999
0500000US45051,"Horry County, South Carolina",Horry County, South Carolina,162136.0,376576.0,70479.0,3.8,4.8,38.3,23.8,29.4,20720.825999999997
0500000US45055,"Kershaw County, South Carolina",Kershaw County, South Carolina,26752.0,67412.0,15259.0,4.7,6.6,46.0,26.1,16.6,2532.994
0500000US45057,"Lancaster County, South Carolina",Lancaster County, South Carolina,40910.0,102926.0,21671.0,4.3,9.0,41.4,25.7,19.6,4247.5160000000005
0500000US45059,"Laurens County, South Carolina",Laurens County, South Carolina,26848.0,65780.0,13799.0,3.1,9.1,46.0,20.7,21.1,2911.5890000000004
0500000US45063,"Lexington County, South Carolina",Lexington County, South Carolina,122936.0,302015.0,71732.0,6.1,5.7,45.4,22.0,20.7,14848.524
0500000US45073,"Oconee County, South Carolina",Oconee County, South Carolina,37516.0,79227.0,17099.0,4.6,5.3,43.1,21.1,25.8,4411.542
0500000US45075,"Orangeburg County, South Carolina",Orangeburg County, South Carolina,33632.0,79490.0,19680.0,5.5,1.9,43.6,21.6,27.4,5392.32
0500000US45077,"Pickens County, South Carolina",Pickens County, South Carolina,53210.0,125045.0,39972.0,3.6,3.0,30.2,12.8,50.5,20185.86
0500000US45079,"Richland County, South Carolina",Richland County, South Carolina,168877.0,396610.0,119104.0,4.2,2.8,34.6,20.0,38.4,45735.936
0500000US45083,"Spartanburg County, South Carolina",Spartanburg County, South Carolina,133018.0,337923.0,77133.0,5.4,7.4,43.5,23.4,20.4,15735.132
0500000US45085,"Sumter County, South Carolina",Sumter County, South Carolina,40388.0,100716.0,24755.0,7.0,7.3,35.6,24.6,25.4,6287.77
0500000US45091,"York County, South Carolina",York County, South Carolina,114312.0,290288.0,70997.0,6.4,4.4,46.1,22.7,20.4,14483.387999999999
